ind,name,michelin_award,city,country,lat,lon,image,chef,cuisine1,url,url2,Hotel_Name,h_lat,h_lon
0,'L Chimpl,ONE_STAR,Tamion,Italy,46.4073422,11.6564315,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/54607f53174646099df08790140cea55,Stefano Ghetta,Creative,https://guide.michelin.com/en/trentino-alto-adige/tamin/restaurant/l-chimpl,https://guide.michelin.com/en/trentino-alto-adige/tamin/restaurant/l-chimpl,Cyprianerhof Dolomit Resort,46.4709667,11.5614321
1,'t Amsterdammertje,ONE_STAR,Loenen aan de Vecht,Netherlands,52.2098585,5.0216548,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/abf65405e45e4d1da274ab38be4227c0,André Gerrits,Creative,https://guide.michelin.com/en/utrecht/loenen-aan-de-vecht/restaurant/t-amsterdammertje,https://guide.michelin.com/en/utrecht/loenen-aan-de-vecht/restaurant/t-amsterdammertje,Posthoorn Lodge,52.0973105,4.9160884
2,'t Fornuis,ONE_STAR,Antwerpen,Belgium,51.2190389,4.3994483,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/80e6c737b6854595a6af57493545f7ab,Johan Segers,Classic Cuisine,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-fornuis,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-fornuis,Guesthouse Bernardin,51.2204099,4.4099394
3,'t Korennaer,ONE_STAR,Nieuwkerken-Waas,Belgium,51.1929468,4.1781069,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/49953d0ab8c64f34bc32569d2515919f,Edwin Van Goethem,Modern Cuisine,https://guide.michelin.com/en/oost-vlaanderen/nieuwkerken-waas/restaurant/t-korennaer,https://guide.michelin.com/en/oost-vlaanderen/nieuwkerken-waas/restaurant/t-korennaer,B & B Studios 1-2-3,51.2060306,4.4024222
4,'t Lansink,ONE_STAR,Hengelo,Netherlands,52.2596759,6.7823645,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f74a44a0-41b6-477d-a991-218ee567dc7a.jpg,Lars van Galen,Modern Cuisine,https://guide.michelin.com/en/overijssel/hengelo/restaurant/t-lansink,https://guide.michelin.com/en/overijssel/hengelo/restaurant/t-lansink,Silverstip,52.2651542,6.7822461
5,'t Nonnetje,TWO_STARS,Harderwijk,Netherlands,52.3509952,5.6202128,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/40f174ae-ea58-47de-808b-8ceebbc26eac.jpg,Michel van der Kroft,Creative,https://guide.michelin.com/en/gelderland/harderwijk/restaurant/t-nonnetje,https://guide.michelin.com/en/gelderland/harderwijk/restaurant/t-nonnetje,Hotel NH Collection Amsterdam Barbizon Palace,52.3765471,4.9004774
6,'t Overhamme,ONE_STAR,Aalst,Belgium,50.928478,4.0662034,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8d709e6beb16424bb4e79a9669baaf43,Patrick Bogaert,Modern Cuisine,https://guide.michelin.com/en/oost-vlaanderen/aalst/restaurant/t-overhamme,https://guide.michelin.com/en/oost-vlaanderen/aalst/restaurant/t-overhamme,"Radisson Collection Hotel, Grand Place Brussels",50.8494629,4.3563379
7,'t Stoveke,ONE_STAR,Strombeek-Bever,Belgium,50.9049469,4.3507766,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d707002872d44fb6b5ff5b09a530d7da,Daniel Antuna,Modern Cuisine,https://guide.michelin.com/en/vlaams-brabant/strombeek-bever/restaurant/t-stoveke,https://guide.michelin.com/en/vlaams-brabant/strombeek-bever/restaurant/t-stoveke,Sofitel Brussels Europe,50.8377005,4.3813162
8,'t Truffeltje,ONE_STAR,Dendermonde,Belgium,51.0310014,4.1026273,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/889f1441f0b3467aa6297f0151b05ca1,Paul Mariën,Modern French,https://guide.michelin.com/en/oost-vlaanderen/dendermonde/restaurant/t-truffeltje,https://guide.michelin.com/en/oost-vlaanderen/dendermonde/restaurant/t-truffeltje,"Radisson Collection Hotel, Grand Place Brussels",50.8494629,4.3563379
9,'t Vlasbloemeken,ONE_STAR,Koewacht,Netherlands,51.2254016,3.9770577,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5bad4cc1-dcce-4f12-baeb-8fc908ce3bcf.jpg,Eric van Bochove,Modern Cuisine,https://guide.michelin.com/en/zeeland/koewacht/restaurant/t-vlasbloemeken,https://guide.michelin.com/en/zeeland/koewacht/restaurant/t-vlasbloemeken,Marcel de Gand - Business and Travel Flats,51.0675267,3.6802107
10,100 Maneiras,ONE_STAR,Lisbon,Portugal,38.714841,-9.1449507,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ad8e6cde-5fa9-487d-b95f-7ff073f109c8.jpg,Ljubomir Stanisic,Creative,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/100-maneiras,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/100-maneiras,Valverde Hotel - Relais & Chateaux,38.7197509,-9.1445446
11,100/200 Kitchen,ONE_STAR,Hamburg,Germany,53.5374323,10.0285764,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3eeba06d-f545-4c08-b468-01489404677b.jpg,Thomas Imbusch,Creative,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/100-200,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/100-200,"Hotel Atlantic Hamburg, Autograph Collection",53.5567731,10.00502
12,"114, Faubourg",ONE_STAR,Paris,France,48.8717748,2.3142125,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3f58a79c-d21f-4b2b-83dc-3122ec66de4c.jpg,Loïc Dantec,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/114-faubourg,https://guide.michelin.com/en/ile-de-france/paris/restaurant/114-faubourg,Hôtel d'Aubusson,48.8547358,2.3395366
13,12 Apostoli,ONE_STAR,Verona,Italy,45.4426624,10.9960733,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/24a04670-376e-49ca-934b-cc57ced5d75f.jpg,Mauro Buffo,Modern Cuisine,https://guide.michelin.com/en/veneto/verona/restaurant/12-apostoli,https://guide.michelin.com/en/veneto/verona/restaurant/12-apostoli,Byblos Art Hotel Villa Amistà,45.4896022,10.8995359
14,1741,ONE_STAR,Strasbourg,France,48.5806,7.7535777,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7e22f7b03d4e4d259c8914a1321e0b9b,,Modern Cuisine,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/1741,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/1741,Pavillon Régent Petite France,48.5808753,7.7419414
15,1876 Daniel Dal-Ben,ONE_STAR,Düsseldorf,Germany,51.2435618,6.8020549,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/32abd7b8768d44a5b948cb8fe4484f8b,Daniel Dal-Ben,Creative,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/tafelspitz-1876,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/tafelspitz-1876,Breidenbacher Hof Düsseldorf,51.2254421,6.7778161
16,1904 Designed by Lagonda,ONE_STAR,Zurich,Schweiz,47.3754184,8.5368718,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9a8fe471-b58d-4cdc-be94-4e44609b80af.jpg,,Modern Cuisine,https://guide.michelin.com/en/zurich-region/zurich/restaurant/1904-designed-by-lagonda,https://guide.michelin.com/en/zurich-region/zurich/restaurant/1904-designed-by-lagonda,Zurich Marriott Hotel,47.3824972,8.540328
17,1908,ONE_STAR,Soprabolzano,Italy,46.5282559,11.405296,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2f3a942cdc3d446cad1eaac29d946bef,Stephan Zippl,Creative,https://guide.michelin.com/en/trentino-alto-adige/soprabolzano/restaurant/1908,https://guide.michelin.com/en/trentino-alto-adige/soprabolzano/restaurant/1908,Prackfolerhof,46.4958461,11.4646331
18,1912 - Les Cures Marines,ONE_STAR,Trouville-sur-Mer,France,49.3662411,0.0776574,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f5b6b65d-0b36-4dd9-a747-abe12a5e7f1c.jpg,,Modern Cuisine,https://guide.michelin.com/en/normandie/trouville-sur-mer/restaurant/1912,https://guide.michelin.com/en/normandie/trouville-sur-mer/restaurant/1912,Hotel Barrière Le Normandy Deauville,49.3600179,0.071613
19,28 Wilkie,ONE_STAR,Singapore,Singapore,1.3020801,103.8488982,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/9d7d4fcd4af44a1a868f65e8749adbee,,Modern Cuisine,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/28-wilkie,https://guide.michelin.com/en/singapore-region/singapore/restaurant/28-wilkie,Four Seasons Hotel Singapore,1.3050626,103.8286083
20,28+,ONE_STAR,Gothenburg,Sweden,57.6981746,11.9738899,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9f657895-fd80-4f2b-be87-7f48b363abcf.jpg,Markus Pettersson,Modern Cuisine,https://guide.michelin.com/se/en/vastra-gotaland/gothenburg/restaurant/28,https://guide.michelin.com/en/vastra-gotaland/gothenburg/restaurant/28,ÖMC Öckerö Maritime Center,57.709825,11.663666
21,5,ONE_STAR,Stuttgart,Germany,48.7800231,9.1780757,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3442306e-fb92-4a54-8448-e84e78e8b8e1.jpg,Alexander Dinter,Modern Cuisine,https://guide.michelin.com/en/baden-wurttemberg/stuttgart/restaurant/5,https://guide.michelin.com/en/baden-wurttemberg/stuttgart/restaurant/5,Le Méridien Stuttgart,48.7838477,9.1890496
22,7th Door,ONE_STAR,SEOUL,South Korea,37.52237,127.05429,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ec07701d-8580-4a16-a705-03af55baf11b.jpg,Dae Chun KIM,Contemporary,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/7th-door,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/7th-door,Four Seasons Hotel Seoul,37.5705658,126.9753294
23,8 1/2 Otto e Mezzo - Bombana,THREE_STARS,Hong Kong,Hong Kong,22.2814635,114.15867,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/dd2cf4d7d285400cbd6ab5280df45a68,Umberto BOMBANA,Italian,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,Rosewood Hong Kong,22.2949764,114.1758105
24,8 1/2 Otto e Mezzo - Bombana,ONE_STAR,Macau,Macau,22.1465088,113.5553965,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/38914feb-0f81-4e61-846e-db32c330e26f.jpg,,Italian,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,https://guide.michelin.com/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,Four Seasons Hotel Macao Cotai Strip,22.1455644,113.5617481
25,8 ½ Otto e Mezzo Bombana,TWO_STARS,Shanghai,China Mainland,31.244394,121.48346,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/01684d60-1f58-4860-86ad-d6d309b344a7.jpg,,Italian,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/8-%C2%BD-otto-e-mezzo-bombana,,Anzhou Hotel,31.256349,121.430076
26,80/20,ONE_STAR,Bangkok,Thailand,13.7311121,100.5154966,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/07926f42593b440ba4844938977d082f,,Innovative,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/80-20,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/80-20,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",13.7374102,100.5590841
27,A Casa di Ma,ONE_STAR,Lumio,France,42.5811346,8.8319727,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8ed79816-dcc3-4d86-9458-5c781d87ac4d.jpg,Romain Roland,Creative,https://guide.michelin.com/en/corse/lumio/restaurant/a-casa-di-ma,https://guide.michelin.com/en/corse/lumio/restaurant/a-casa-di-ma,Spa Hotel Restaurant La Signoria,42.5369764,8.785415
28,A Cozinha,ONE_STAR,Guimaraes,Portugal,41.4429053,-8.2941256,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/698e4add-d2c5-46bb-a4f8-12a19808a441.jpg,António Loureiro,Modern Cuisine,https://guide.michelin.com/en/braga-region/guimares/restaurant/a-cozinha,https://guide.michelin.com/en/braga-region/guimares/restaurant/a-cozinha,Maison Albar Hotels Le Monumental Palace,41.1483939,-8.6114892
29,A Cut,ONE_STAR,Taipei,Taipei & Taichung,25.05666,121.52288,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/8b289813-3fc3-413b-b7c0-e1732ac78d51.jpg,,Steakhouse,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/a-cut,https://guide.michelin.com/en/taipei-region/taipei/restaurant/a-cut,XIMEN CITIZEN HOTEL,25.0442311,121.5035647
30,A Tafona,ONE_STAR,Santiago de Compostela,Spain,42.880744,-8.5402512,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/992535fc18dc4cae80cac337de60513a,Lucía Freitas Rodríguez,Modern Cuisine,https://guide.michelin.com/en/galicia/santiago-de-compostela/restaurant/a-tafona,https://guide.michelin.com/en/galicia/santiago-de-compostela/restaurant/a-tafona,Hospital Real de Santiago de Compostela,42.8815276,-8.545892
31,A Ver Tavira,ONE_STAR,Tavira,Portugal,37.12565,-7.651429,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/79f9cf87-ef26-4639-8c2d-7394c60ed406.jpg,Luís Brito,Modern Cuisine,https://guide.michelin.com/en/faro-region/tavira/restaurant/a-ver-tavira,https://guide.michelin.com/en/faro-region/tavira/restaurant/a-ver-tavira,B&B Cas al Cubo,37.1380556,-7.7933333
32,A'Barra,ONE_STAR,Madrid,Spain,40.438683,-3.687633,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/345d9c3245ca4a98b799b3f9a296b1b8,Sergio Manzano,International,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/a-barra,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/a-barra,Hostal Felipe V,40.4197775,-3.7002552
33,A. Wong,TWO_STARS,London,United Kingdom,51.4930091,-0.1406558,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/28f935589cb441b0bd09449d203c25c1,Andrew Wong,Chinese,https://guide.michelin.com/gb/en/greater-london/london/restaurant/a-wong,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong,Knightsbridge Hotel,51.4982441,-0.1643075
34,AALTO,ONE_STAR,Milan,Italy,45.4822057,9.1932579,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f6acd922853140d1a452c2e214fe8f61,Takeshi Iwai,Asian Contemporary,https://guide.michelin.com/en/lombardia/milano/restaurant/aalto,https://guide.michelin.com/en/lombardia/milano/restaurant/aalto,Palazzo Parigi Hotel & Grand Spa Milano,45.4734193,9.1910818
35,ABaC,THREE_STARS,Barcelona,Spain,41.4103822,2.1367664,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b4dab01237084610b3a55c3fb7e69768,Jordi Cruz Mas,Creative,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,Hotel Majestic,41.3935221,2.163977
36,AIRrepublic,ONE_STAR,Cadzand,Netherlands,51.3785225,3.3821877,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/44b6a8a7119d4bbeb238b6b6603eacd6,Nicolas Misera Wentein,Seafood,https://guide.michelin.com/en/zeeland/cadzand/restaurant/airrepublic,https://guide.michelin.com/en/zeeland/cadzand/restaurant/airrepublic,Hotel Dukes' Palace,51.208548,3.220105
37,ALTER EGO,ONE_STAR,Tokyo,Japan,35.696299,139.7570936,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/533018ca-874c-489e-a444-811982f218a7.jpg,Hidehito HIRAYAMA,Italian,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/alter-ego,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/alter-ego,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
38,AM par Alexandre Mazzia,THREE_STARS,Marseille,France,43.2701104,5.3862325,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/22b19109f3474a2d94cc3d7b804b9675,Alexandre Mazzia,Creative,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/am-par-alexandre-mazzia,Hotel Sofitel Marseille Vieux Port,43.2927715,5.3604033
39,APRON,ONE_STAR,Vienna,Austria,48.199514,16.3767832,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a3091d37-ad8e-4e4a-9ec9-d0205fad5551.jpg,Stefan Speiser,Creative,https://guide.michelin.com/at/en/vienna/wien/restaurant/apron,https://guide.michelin.com/en/vienna/wien/restaurant/apron,Grand Hotel Wien,48.2020241,16.3723119
40,ARIA,ONE_STAR,Naples,Italy,40.8433646,14.2540383,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e969ac6236e4418e8e31f75d108b7918,,Contemporary,https://guide.michelin.com/en/campania/napoli/restaurant/aria-1197785,https://guide.michelin.com/en/campania/napoli/restaurant/aria-1197785,Pomodoro Bed&Breakfast,40.854337,14.2709186
41,ARTEST - Chef's Table,TWO_STARS,Moscow,Россия,55.7544209,37.586567,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/47fc9491-0ab6-4088-99f6-9463c41f898c.jpg,Artem Estafiev,Creative,https://guide.michelin.com/ru/en/moscow-region/moscow/restaurant/artest-chef-s-table,https://guide.michelin.com/en/moscow-region/moscow/restaurant/artest-chef-s-table,Hotel Metropol Moscow,55.758323,37.621583
42,ASAHINA Gastronome,TWO_STARS,Tokyo,Japan,35.682829,139.779307,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bc25d498-50de-4540-b02d-7779b2226a64.jpg,Satoru ASAHINA,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/asahina-gastronome,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/asahina-gastronome,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
43,AUGUST,TWO_STARS,Augsburg,Germany,48.3710103,10.9126019,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5c62019cf34f4c2faf07c2e09c8e3b7a,Christian Grünwald,Creative,https://guide.michelin.com/en/bayern/augsburg/restaurant/august495065,https://guide.michelin.com/en/bayern/augsburg/restaurant/august495065,Hotel Maximilian's,48.3654948,10.8991111
44,Aaharn,ONE_STAR,Hong Kong,Hong Kong,22.2816498,114.1538558,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dbe1fb64-991d-46bc-81c6-8dcb11760f22.jpg,,Thai,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/aaharn,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/aaharn,ASHOKA GUEST HOUSE,22.296518,114.17297
45,Aan de Poel,TWO_STARS,Amstelveen,Netherlands,52.2997964,4.8447563,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bde2d11e-8579-4906-b978-8ef83ff9f589.jpg,Stefan van Sprang,Creative,https://guide.michelin.com/en/noord-holland/amstelveen/restaurant/aan-de-poel,https://guide.michelin.com/en/noord-holland/amstelveen/restaurant/aan-de-poel,City Hotel Rembrandt Square,52.3657711,4.8974482
46,Aan de Zweth,ONE_STAR,Schipluiden,Netherlands,51.9627541,4.3938251,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/d6562ea0795042b28369c6845f25ba46,Joris Peters,Modern French,https://guide.michelin.com/en/zuid-holland/schipluiden/restaurant/aan-de-zweth,https://guide.michelin.com/en/zuid-holland/schipluiden/restaurant/aan-de-zweth,Hilton Rotterdam,51.923637,4.4771757
47,Abama Kabuki,ONE_STAR,Guía de Isora,Spain,28.1706934,-16.7939375,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2b9008da7743456b9dbaaa3236e69540,,Japanese,https://guide.michelin.com/en/canarias/gua-de-isora/restaurant/abama-kabuki,https://guide.michelin.com/en/canarias/gua-de-isora/restaurant/abama-kabuki,Gran Hotel Bahía del Duque Resort,28.0938527,-16.7419398
48,Abantal,ONE_STAR,Seville,Spain,37.3878998,-5.9836581,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/fc9fc00d918c45b4a185a155739199fc,Julio Fernández Quintero,Creative,https://guide.michelin.com/en/andalucia/sevilla/restaurant/abantal,https://guide.michelin.com/en/andalucia/sevilla/restaurant/abantal,"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville",37.3814838,-5.9926592
49,Abbruzzino,ONE_STAR,Catanzaro,Italy,38.8901852,16.6236902,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e445654486714b95933ebeed14bcd3ec,Luca Abbruzzino,Modern Cuisine,https://guide.michelin.com/en/calabria/catanzaro/restaurant/abbruzzino,https://guide.michelin.com/en/calabria/catanzaro/restaurant/abbruzzino,Hotel Guglielmo,38.914583,16.583555
50,Abocar Due Cucine,ONE_STAR,Rimini,Italy,44.0626895,12.5663487,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a12db49cfc5541c98a7ff211508f11f2,Mariano Guardianelli,Modern Cuisine,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/abocar-due-cucine,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/abocar-due-cucine,i-SUITE Hotel,44.0602955,12.5890797
51,Abri,ONE_STAR,Paris,France,48.877819,2.3492225,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/46e3a67aba1445229e5031ef5c85f8cb,Katsuaki Okiyama,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/abri,https://guide.michelin.com/en/ile-de-france/paris/restaurant/abri,Hôtel d'Aubusson,48.8547358,2.3395366
52,Accents Table Bourse,ONE_STAR,Paris,France,48.8699134,2.3404253,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/58bb034b-1c0b-45d0-a748-0903cb94fa66.jpg,Romain Mahi,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/accents-table-bourse,https://guide.michelin.com/en/ile-de-france/paris/restaurant/accents-table-bourse,"InterContinental Paris - Le Grand, an IHG Hotel",48.8708361,2.3307253
53,Accursio,ONE_STAR,Modica,Italy,36.8599639,14.7606251,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/612864a726c54dc199c9472d56f72a7f,Accursio Craparo,Creative,https://guide.michelin.com/en/sicilia/modica/restaurant/accursio,https://guide.michelin.com/en/sicilia/modica/restaurant/accursio,Palazzo Failla Hotel,36.8653592,14.7637391
54,Acquarello,ONE_STAR,Munich,Germany,48.1421393,11.6138327,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5165cfcf-bf38-4196-a5a8-4c9f28fc163d.jpg,Mario Gamba,Mediterranean Cuisine,https://guide.michelin.com/en/bayern/mnchen/restaurant/acquarello,https://guide.michelin.com/en/bayern/mnchen/restaurant/acquarello,"Hotel Bayerischer Hof, Munich",48.1404528,11.5733751
55,Acquerello,TWO_STARS,San Francisco,United States,37.79167,-122.42131,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7abd367c-9353-4577-b6bd-08e8fce7db0e.jpg,Suzette Gresham,Italian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,https://guide.michelin.com/en/california/san-francisco/restaurant/acquerello,The Inn at Union Square San Francisco,37.7884871,-122.4091187
56,Acquerello,ONE_STAR,Fagnano Olona,Italy,45.6691392,8.8704486,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b44d154a1c604d219d5bf597c9607310,Silvio Salmoiraghi,Creative,https://guide.michelin.com/en/lombardia/fagnano-olona/restaurant/acquerello197794,https://guide.michelin.com/en/lombardia/fagnano-olona/restaurant/acquerello197794,Grand Hotel Tremezzo,45.9849187,9.2283599
57,Acquolina,ONE_STAR,Rome,Italy,41.9086474,12.4753719,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a8ae0e4282bf45c8a8dbb4ce8d944219,Daniele Lippi,Seafood,https://guide.michelin.com/en/lazio/roma/restaurant/acquolina,https://guide.michelin.com/en/lazio/roma/restaurant/acquolina,Fendi Private Suites,41.9044318,12.4782449
58,Adam's,ONE_STAR,Birmingham,United Kingdom,52.4799361,-1.9013634,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e680b84df0db4f679d0442712a8ce72e,Adam Stokes,Modern Cuisine,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,https://guide.michelin.com/en/west-midlands/birmingham/restaurant/adam-s,Park Regis Birmingham,52.4729961,-1.9170507
